"longitude","latitude","cluster"
-89.282691,35.586678,7
-85.137886,33.291347,7
-100.27921,35.815956,3
-93.664355,33.735953,3
-90.941246,40.814471,2
-82.479741,35.336415,7
-88.387674,35.653994,7
-95.853418,32.211633,3
-86.509908,39.768963,2
-81.152114,26.539967,5
-93.475228,45.006121,2
-77.300333,37.43752,6
-85.239971,31.516978,7
-84.154021,33.452947,7
-91.547259,40.984802,2
-90.130838,41.350021,2
-85.397363,39.929591,2
-93.792628,38.386491,2
-84.0689,41.331584,2
-88.300288,36.325295,7
-79.980662,36.620612,7
-74.841097,43.571009,6
-82.525969,28.555995,5
-76.981616,36.363517,6
-102.454238,46.435704,1
-87.467116,35.802327,7
-93.322988,37.93691,2
-108.751929,31.898052,4
-98.18099,26.396384,3
-83.601359,39.184422,2
-79.564472,38.366243,6
-81.342353,27.34108,5
-110.106321,48.631959,1
-97.130668,31.982681,3
-82.379991,27.893154,5
-71.723055,42.911532,6
-84.637479,41.927461,2
-90.466017,32.267788,3
-107.383974,37.811519,1
-101.044217,40.176896,3
-82.483447,39.490342,2
-102.343398,33.605932,3
-79.241964,35.017233,7
-85.815939,30.862007,7
-90.091197,33.125942,7
-81.930001,40.565597,6
-95.219072,40.095724,2
-98.784766,42.459287,2
-97.831677,32.430149,3
-121.655976,45.511775,1
-101.117324,41.920317,1
-95.565434,33.148967,3
-78.976675,33.909269,7
-92.944147,34.315177,3
-108.435076,43.720209,1
-88.651903,46.998427,2
-85.296411,31.158183,7
-83.662309,32.458147,7
-91.501556,43.66699,2
-87.705598,36.285782,7
-95.4216,31.323036,3
-93.990931,34.083064,3
-92.321908,43.365312,2
-86.114118,40.483537,2
-92.695926,39.143365,2
-98.513342,41.216851,2
-101.438721,32.30343,3
-91.887368,36.774369,2
-94.91329,47.095551,2
-74.078601,40.731375,6
-105.377549,31.450868,3
-104.959928,37.687815,3
-96.251183,35.052934,3
-99.975684,44.384452,2
-123.926176,40.706655,4
-94.202775,42.782221,2
-118.127591,41.407914,1
-90.523421,33.130996,7
-87.790453,36.040822,7
-96.08423,33.123308,3
-74.911969,40.565283,6
-77.968595,40.422311,6
-85.478597,40.826394,2
-82.857045,43.907616,2
-82.594641,41.14508,2
-97.749383,43.33671,2
-101.362746,35.837047,3
-76.153687,35.408157,6
-99.472736,44.537174,2
-95.507421,42.39186,2
-115.467337,45.849644,1
-115.3554,33.040814,4
-91.559942,35.737499,3
-80.574789,27.700528,5
-79.087545,40.651432,6
-84.373811,42.603534,2
-117.404209,36.56216,4
-85.073766,42.94465,2
-83.380141,44.386912,2
-92.059123,41.683918,2
-90.133691,43.001021,2
-80.874524,35.806251,7
-100.981304,31.303424,3
-88.540526,46.170254,2
-90.699587,37.625971,2
-113.30674,37.909304,4
-90.261298,46.32655,2
-87.833601,40.748867,2
-83.277037,31.604306,7
-84.839424,43.645233,2
-93.296339,45.562431,2
-122.670649,48.158554,1
-76.707569,36.901418,6
-91.003535,32.755539,3
-93.611102,47.490817,2
-88.363127,34.281075,7
-91.913625,36.094879,3
-98.171177,33.23216,3
-85.980056,34.764114,7
-91.223205,35.596467,3
-106.329248,40.663432,1
-85.208814,30.789249,7
-83.562557,34.130905,7
-90.574582,42.164226,2
-89.381212,37.786096,2
-86.042516,38.911957,2
-84.420868,42.248474,2
-95.149731,43.671111,2
-94.343211,39.005364,2
-88.625101,30.456005,7
-83.123966,35.285454,7
-82.614142,39.013477,7
-99.412235,34.594006,3
-122.675611,42.411621,1
-101.626323,43.677506,1
-85.674128,36.35425,7
-96.58908,28.959802,3
-90.79951,44.32459,2
-81.677717,38.834234,7
-76.777888,37.324837,6
-83.689151,33.316981,7
-93.054147,41.685551,2
-88.150725,39.004886,2
-87.118814,41.017688,2
-94.337259,37.205197,3
-89.119176,32.016748,7
-81.021627,32.43059,7
-94.022294,30.752932,3
-85.002331,40.434956,2
-82.636825,31.811615,7
-104.191873,30.625357,3
-86.896536,33.553444,7
-91.929673,34.277239,3
-105.245462,39.579511,1
-83.921761,30.396898,5
-82.420004,33.058176,7
-91.966628,41.006376,2
-112.318588,43.796965,1
-88.92421,38.30078,2
-85.44009,38.783604,2
-90.543681,38.25763,2
-91.043878,31.733633,3
-112.059428,46.124232,1
-97.143103,40.175736,2
-76.052968,43.996389,6
-80.763527,40.399384,6
-97.83889,34.105082,3
-121.178632,44.645151,1
-79.012419,41.138028,6
-83.441216,36.048452,7
-94.149331,29.854,3
-123.527057,47.805708,1
-88.773985,43.013804,2
-77.86322,39.307398,6
-89.827086,31.564808,7
-81.971524,32.794563,7
-85.628103,38.996229,2
-98.62317,44.06341,2
-114.262086,42.691395,1
-90.361385,39.080195,2
-98.747572,27.053231,3
-98.090814,27.733516,3
-90.21147,42.362391,2
-93.466322,35.573359,3
-82.66397,32.694584,7
-91.590529,41.670668,2
-88.882131,37.460709,2
-86.094264,39.496092,2
-93.811863,38.741528,2
-96.265264,40.394955,2
-81.861247,36.453203,7
-97.364906,32.379654,3
-106.588541,44.044048,1
-78.367348,35.513419,7
-96.654254,34.313455,3
-83.562196,33.021664,7
-91.116914,42.125118,2
-89.168532,31.616601,7
-77.356195,35.032268,7
-100.686138,43.951991,2
-99.87443,32.743709,3
-123.57162,42.386983,1
-112.790471,39.71412,1
-110.30532,47.032558,1
-90.113984,43.932836,2
-77.400438,40.530673,6
-85.532854,42.246266,2
-85.088992,44.678881,2
-93.297788,45.94776,2
-81.523516,38.328068,7
-95.004981,45.152714,2
-88.42804,41.939594,2
-111.815329,37.275089,4
-87.861117,41.13951,2
-97.852205,28.908996,3
-96.288377,32.598944,3
-97.143862,36.814885,3
-98.947602,40.50912,2
-101.644449,41.194245,1
-88.625631,32.750136,7
-88.430626,41.58814,2
-98.709269,29.943525,3
-97.591143,26.890213,3
-87.879996,42.587526,2
-75.502982,39.097088,6
-85.547446,43.032497,2
-71.580282,41.675118,6
-100.76972,33.18478,3
-92.167721,41.331182,2
-118.729506,35.346629,4
-99.353339,30.059953,3
-80.590885,34.338356,7
-87.448008,44.605677,2
-88.351332,47.367297,2
-99.718351,42.87548,2
-99.731198,46.938273,2
-103.703153,41.199274,1
-99.746396,30.479472,3
-76.905581,37.717772,6
-100.245345,33.614268,3
-121.833977,47.490552,1
-77.162636,38.27718,6
-77.091054,37.70826,6
-97.934557,35.949436,3
-119.81553,36.072478,4
-97.499313,44.362969,2
-100.4177,29.347086,3
-102.756849,38.387663,3
-98.981617,34.921489,3
-102.603023,39.30534,3
-122.649634,47.639595,1
-120.676709,47.124441,1
-96.780349,48.77604,2
-121.646168,42.683761,1
-97.66062,27.438735,3
-120.779305,45.870446,1
-90.213792,40.930945,2
-87.420358,38.688381,2
-92.146835,40.136856,2
-97.891349,42.634404,2
-82.422393,40.40362,2
-83.937721,35.992726,7
-99.730356,33.61189,3
-93.782896,48.245374,2
-116.695919,47.675957,1
-85.861575,41.244293,2
-94.213965,43.212356,2
-91.111758,43.908222,2
-114.038806,33.72761,4
-107.839718,37.287367,1
-99.096774,28.351098,3
-96.176836,44.999856,2
-75.608768,41.436636,6
-92.594843,37.659698,2
-93.611514,33.240629,3
-83.17851,29.990066,5
-93.802639,39.068705,2
-89.485385,34.353078,7
-90.130292,42.655578,2
-85.427845,41.642462,2
-122.745217,39.108009,4
-106.350079,39.205341,1
-81.712282,28.764113,5
-87.805939,42.185968,2
-87.374337,41.472247,2
-85.8114,43.995187,2
-91.411704,47.517111,2
-114.083687,47.642901,1
-81.19733,41.778142,6
-120.38979,42.788401,1
-97.123223,44.02845,2
-89.485536,36.333905,7
-94.904633,48.7681,2
-88.087431,33.787085,7
-84.146689,33.07444,7
-89.506369,31.197586,7
-95.570348,33.667263,3
-102.348018,34.068861,3
-72.632659,44.611192,6
-98.526057,46.464195,2
-98.240889,31.196731,3
-96.688658,40.783547,2
-76.250198,40.041992,6
-80.703688,34.686818,7
-76.412663,37.704843,6
-117.04724,39.90021,1
-122.897581,43.928334,1
-89.06707,45.254863,2
-83.063164,31.038197,7
-83.224325,43.088633,2
-86.744739,41.549013,2
-104.660395,41.29283,1
-105.486764,40.658093,1
-104.04411,37.318831,3
-88.885931,41.343341,2
-120.621223,40.715287,1
-116.730974,46.81892,1
-95.272262,34.875137,3
-87.651108,34.904168,7
-88.660449,32.403998,7
-89.627732,35.762951,7
-82.926317,32.39322,7
-82.005498,34.483676,7
-96.923633,29.382578,3
-87.321865,34.529776,7
-91.101153,36.041098,2
-87.730221,38.718954,2
-86.48782,38.839815,2
-93.830551,37.10659,3
-90.10753,31.550009,7
-82.517186,38.603866,7
-80.334446,40.992735,6
-103.806362,44.348514,1
-87.396546,35.220476,7
-94.695074,34.897356,3
-93.730106,44.373421,2
-103.413271,32.795687,3
-89.52225,32.76063,7
-76.464819,40.371448,6
-85.353048,32.604064,7
-90.779717,34.779505,7
-81.984182,26.563273,5
-84.146681,31.818419,7
-91.477157,40.647588,2
-89.299362,41.747447,2
-88.682439,34.29237,7
-79.172117,35.476336,7
-80.251209,34.15864,7
-96.976823,30.321498,3
-83.130112,36.701721,7
-86.051574,45.146182,2
-90.294934,33.54979,7
-75.590627,40.614241,6
-113.887042,44.928506,1
-84.074356,41.896022,2
-77.635514,35.240066,7
-84.2778,30.45931,5
-95.995622,31.300493,3
-82.831233,29.271854,5
-112.373367,47.132013,1
-116.42376,46.236328,1
-91.728803,40.084559,2
-75.44414,43.782681,6
-87.496983,35.523244,7
-122.377444,46.580071,1
-80.495477,38.988877,6
-81.266118,33.899246,7
-84.86858,30.259849,5
-81.457871,31.807458,7
-111.036924,48.559654,1
-94.844061,30.158508,3
-82.483435,40.091505,2
-86.981399,34.810239,7
-96.593623,31.547543,3
-91.742355,33.956385,3
-103.507555,38.99374,3
-82.448299,33.792151,7
-114.153089,42.990782,1
-96.272032,44.408238,2
-90.962916,39.062255,2
-90.453566,31.535216,3
-115.463185,48.552385,1
-81.226893,35.488491,7
-100.744481,41.050322,2
-105.449805,33.740841,3
-114.863037,37.634605,4
-96.881392,35.703117,3
-123.911212,44.641061,1
-96.722286,43.27942,2
-86.593403,35.142784,7
-118.417692,47.582743,1
-89.73224,45.333148,2
-82.077623,38.17177,7
-110.682961,42.229993,1
-91.597674,42.077951,2
-93.108019,39.86444,2
-122.537208,44.488898,1
-100.272683,36.2802,3
-94.236287,33.701941,3
-98.126961,28.351535,3
-88.552852,40.894376,2
-83.911718,42.602532,2
-93.548201,39.778587,2
-77.778463,42.729042,6
-98.68469,30.707584,3
-93.72091,35.218654,3
-103.090464,40.728091,1
-89.365309,40.129277,2
-99.504585,46.469278,2
-100.443665,41.542155,2
-83.766343,40.387553,2
-97.450952,35.914277,3
-81.940853,37.830591,7
-81.74287,31.749563,7
-91.894132,34.755114,3
-82.179722,41.438805,2
-106.307968,35.870047,3
-118.261862,34.196398,4
-84.314085,35.735085,7
-77.638898,39.0812,6
-91.256994,41.218211,2
-77.959795,37.972704,6
-99.509852,41.903183,2
-97.245093,33.957804,3
-103.561229,31.844936,3
-86.650586,32.147888,7
-83.268995,30.833145,7
-88.439723,33.471424,7
-101.819944,33.611469,3
-93.331467,41.033344,2
-83.468903,41.682321,2
-85.517552,46.510988,2
-83.998925,34.56814,7
-107.747191,32.184523,4
-78.240528,36.945555,6
-75.976053,41.173078,6
-77.055262,41.343882,6
-99.841925,43.894812,2
-101.818493,33.178412,3
-96.207201,43.38358,2
-95.847268,44.409195,2
-119.197425,39.022213,4
-85.303762,46.167868,2
-82.911456,42.671553,2
-85.692887,32.387027,7
-84.051231,32.362686,7
-88.961529,39.860237,2
-92.56434,39.829795,2
-83.421901,35.152959,7
-86.00096,36.537757,7
-89.92633,39.265914,2
-119.749802,37.209821,4
-86.55108,34.764238,7
-93.724053,36.012545,3
-83.470416,30.447233,5
-83.203737,34.128526,7
-94.015184,41.330622,2
-111.656993,43.788614,1
-89.900227,38.82712,2
-85.722454,40.166203,2
-90.343413,37.474481,2
-90.03416,32.63437,7
-111.913791,45.32529,1
-82.712631,35.864206,7
-97.606856,41.909929,2
-75.663575,42.910026,6
-83.400887,39.89661,2
-88.833424,35.606056,7
-95.930372,30.966878,3
-78.276961,38.412059,6
-92.636366,41.330797,2
-95.811089,47.328387,2
-80.770396,41.01088,6
-98.542015,36.313119,3
-117.603191,43.188625,1
-82.393144,27.475556,5
-86.327537,44.245268,2
-87.577352,44.156137,2
-89.757823,44.898036,2
-87.791091,32.247591,7
-112.49893,33.345176,4
-91.923601,38.162615,2
-122.746396,38.051367,4
-87.991198,45.346899,2
-87.881551,34.138219,7
-92.678577,36.266664,3
-82.0431,29.202805,5
-84.528735,32.359312,7
-93.093868,41.331433,2
-88.920362,38.648236,2
-86.135794,39.782976,2
-91.635379,39.807538,2
-89.821712,31.230167,7
-83.168803,40.588034,2
-122.57626,44.900898,1
-79.354001,34.08362,7
-85.618399,35.133422,7
-94.356853,32.798182,3
-80.243402,39.505839,6
-119.911721,37.574343,4
-79.679435,34.60167,7
-87.584028,46.656596,2
-89.409095,43.826053,2
-86.321668,34.309564,7
-92.981403,42.0417,2
-89.342371,41.031119,2
-86.269036,41.325003,2
-96.357761,48.362728,2
-89.504231,34.76619,7
-96.770533,34.027007,3
-97.58087,45.737044,2
-86.765868,35.468329,7
-80.671794,39.854426,6
-80.398201,27.083604,5
-86.801847,38.705322,2
-94.547096,43.677173,2
-77.119602,35.847301,6
-101.961836,32.30983,3
-89.913575,40.236993,2
-86.442937,43.957196,2
-99.237302,30.703916,3
-123.173103,47.350832,1
-82.029007,38.770914,7
-88.705658,37.216119,2
-96.001532,28.77476,3
-76.268808,37.425348,6
-87.077763,35.615696,7
-100.316678,28.729787,3
-95.235638,36.303804,3
-97.449803,35.016436,3
-105.757222,47.629628,1
-97.358048,43.680416,2
-82.316196,33.897599,7
-99.359856,31.205477,3
-94.766086,34.117073,3
-94.343716,36.627955,3
-90.678954,40.455808,2
-82.048044,35.682271,7
-81.658204,37.38276,7
-82.479533,33.480613,7
-88.452245,42.324298,2
-100.633267,48.233842,1
-81.372141,31.485629,7
-99.416487,46.108682,2
-95.671787,35.369108,3
-78.572463,41.81459,6
-103.403215,47.742475,1
-108.253294,35.584062,4
-88.844539,40.494559,2
-101.421914,47.653206,1
-97.201511,31.549596,3
-94.272323,44.821657,2
-84.619949,35.424472,7
-98.578853,28.384922,3
-88.56374,35.175375,7
-101.120851,41.648414,1
-99.211421,45.784249,2
-102.714169,44.605282,1
-110.92174,46.5857,1
-80.833832,35.246862,7
-78.368959,36.687256,6
-85.332751,43.635295,2
-81.899764,41.116174,6
-99.111085,29.353661,3
-94.527346,45.123155,2
-82.028397,39.089807,7
-84.816102,35.512203,7
-100.75521,43.581334,2
-89.794133,40.022569,2
-99.858861,30.885268,3
-123.442881,39.432388,4
-87.501457,45.535568,2
-88.669251,44.991304,2
-120.722802,37.194806,4
-90.74177,41.205605,2
-93.567631,40.421413,2
-101.833328,47.307147,1
-74.703724,40.282503,6
-84.632059,40.535333,2
-80.252786,41.300014,6
-81.106456,37.403448,7
-84.667058,33.029267,7
-98.031057,41.16979,2
-71.680041,43.299579,6
-108.460571,39.019524,1
-86.044258,40.772883,2
-84.228413,40.053326,2
-80.50375,25.616009,5
-71.394916,42.481718,6
-74.40743,40.439621,6
-76.528082,37.606975,6
-84.379414,43.648203,2
-102.002454,31.814269,3
-77.651832,40.601615,6
-96.984395,30.791242,3
-113.133092,38.956744,1
-93.632996,45.929043,2
-93.901502,33.305505,3
-84.730398,31.162931,7
-92.429876,38.21668,2
-95.619101,41.033703,2
-98.594623,31.494888,3
-87.862312,42.912643,2
-97.608122,44.021541,2
-107.003236,37.549067,1
-115.085385,47.129687,1
-118.416279,38.516647,4
-78.95669,39.404781,6
-82.158989,37.721161,7
-113.63984,42.857211,1
-96.795726,43.667472,2
-85.085471,44.325424,2
-90.052207,35.766944,7
-89.295929,36.826264,2
-113.892691,47.027263,1
-84.192038,31.228997,7
-92.784466,43.348564,2
-82.163554,36.013102,7
-100.924392,32.304117,3
-88.196568,30.684572,7
-120.71837,41.592918,1
-108.217154,40.610864,1
-113.749689,35.717705,4
-92.583642,38.633037,2
-74.152446,40.287048,6
-118.875167,37.915836,4
-95.956566,42.049432,2
-80.059074,39.633645,6
-87.383266,31.580332,7
-91.20331,34.679512,3
-81.022603,25.58612,5
-83.921837,33.018784,7
-92.869642,41.028847,2
-90.179078,38.277983,2
-86.52331,39.160729,2
-83.487106,41.916097,2
-92.006458,39.49827,2
-88.485038,33.89003,7
-77.700518,43.250347,6
-81.090983,39.726253,6
-75.329065,41.05624,6
-84.249705,35.447818,7
-90.619969,43.945175,2
-80.550329,37.554062,7
-97.725014,33.678356,3
-85.149468,43.312782,2
-121.315578,36.240104,4
-108.595786,37.338025,1
-86.204461,32.202881,7
-93.664153,34.545656,3
-82.533349,32.172108,7
-95.15779,41.021735,2
-89.478141,39.228068,2
-86.892715,40.040296,2
-91.465427,38.935184,2
-89.639625,33.500714,7
-79.910752,35.327548,7
-74.435357,42.900891,6
-84.290591,39.753736,2
-75.370201,40.209999,6
-87.380887,36.500354,7
-95.50295,30.298801,3
-80.387794,37.175538,7
-84.130107,45.024134,2
-76.665225,41.029284,6
-108.266282,38.407507,1
-96.676054,44.012429,2
-79.492725,35.308272,7
-86.358684,35.288888,7
-101.890502,35.835676,3
-104.921898,35.982841,3
-86.846402,34.454484,7
-103.81221,40.263159,1
-83.499435,33.598696,7
-90.205005,39.717668,2
-86.447457,39.482646,2
-92.874835,38.420806,2
-81.861697,39.624946,6
-84.639262,36.138697,7
-111.577885,41.091027,1
-78.256517,39.557345,6
-102.990594,41.732204,1
-74.547292,40.858896,6
-94.731265,33.116466,3
-94.266619,46.020484,2
-82.797729,40.525266,2
-119.602311,45.425496,1
-101.298265,46.710819,1
-100.793152,34.057899,3
-88.625726,39.636896,2
-102.364895,48.210073,1
-92.759514,43.666249,2
-122.417363,45.547711,1
-84.73799,34.797097,7
-95.761581,44.015594,2
-97.071557,34.485766,3
-91.118699,41.483776,2
-84.874946,32.510197,7
-86.420908,43.428739,2
-81.943506,39.966046,6
-95.383911,35.617551,3
-108.439763,46.505281,1
-94.62025,31.62056,3
-97.991408,41.402385,2
-70.102164,41.293392,6
-122.325904,38.5071,4
-77.987555,35.965945,7
-81.765087,30.605963,5
-73.589414,40.729612,6
-106.768219,42.977645,1
-110.321025,35.390785,4
-96.476909,32.048448,3
-98.204428,47.918667,2
-78.88344,37.789079,6
-95.852721,40.387389,2
-89.119274,32.752518,7
-93.305072,33.666699,3
-120.771343,39.297508,4
-75.644132,39.575915,6
-77.864204,34.183445,7
-76.999331,37.51016,6
-89.655948,36.594261,7
-85.791372,43.562712,2
-81.599676,34.289881,7
-71.283063,41.501045,6
-93.215898,35.910742,3
-83.85136,33.552751,7
-87.402172,40.962399,2
-94.335034,36.908371,3
-89.118412,32.40197,7
-93.73925,30.786718,3
-116.760909,46.333791,1
-78.812943,43.272672,6
-80.797515,38.291432,7
-94.245684,44.35882,2
-104.468373,43.062159,1
-85.417271,41.404679,2
-81.452493,39.767232,6
-97.236335,36.384901,3
-95.763132,43.677686,2
-94.883146,40.361136,2
-100.418108,32.312338,3
-71.18111,42.171738,6
-96.463776,47.329453,2
-77.398352,36.421774,6
-75.307447,40.752791,6
-75.924018,37.302775,6
-76.709877,40.851524,6
-76.379687,37.856974,6
-78.053866,37.141167,6
-95.613312,36.789615,3
-88.566152,33.106606,7
-98.046842,40.176492,2
-97.516214,27.740032,3
-116.459011,37.965864,4
-83.38421,42.660452,2
-89.148078,36.361892,7
-74.258864,39.865669,6
-86.467177,43.603954,2
-100.815864,36.278744,3
-83.437728,33.834125,7
-83.06154,34.748766,7
-88.206516,44.996575,2
-84.128073,44.33328,2
-102.561486,43.333393,1
-89.320176,42.041884,2
-83.074081,33.866806,7
-84.964299,38.940527,2
-80.6199,40.100323,6
-86.59108,30.614325,7
-119.742235,48.548453,1
-80.887388,27.385592,5
-96.327762,35.466804,3
-97.409401,35.554611,3
-95.965947,35.6435,3
-88.876151,33.422313,7
-102.59762,35.401921,3
-101.33142,47.118079,1
-92.410096,43.9995,2
-112.520449,42.183895,1
-75.434282,43.242727,6
-89.534533,45.716176,2
-76.196134,43.006516,6
-77.499469,34.763109,7
-77.303497,42.856357,6
-89.276912,46.835325,2
-117.777207,33.675687,4
-81.323284,28.514391,5
-86.489257,38.547381,2
-79.120033,36.062525,7
-74.306252,41.40241,6
-93.8941,30.122323,3
-78.011092,38.249326,6
-72.369579,44.003373,6
-80.802913,33.436135,7
-91.401827,36.68531,2
-78.207028,43.339906,6
-72.25163,44.828442,6
-91.859504,38.464253,2
-96.408112,36.624299,3
-81.139312,28.059027,5
-85.322283,43.997552,2
-84.126905,44.687257,2
-76.209262,43.461443,6
-103.72126,37.88417,3
-105.751308,32.615599,3
-96.131027,40.637992,2
-84.576603,45.021787,2
-75.028841,42.629776,6
-86.219349,43.054969,2
-83.012613,41.545495,2
-94.802681,36.835764,3
-95.714581,46.405727,2
-92.878413,33.591168,3
-107.78848,38.154731,1
-88.464988,44.418226,2
-85.283076,36.34485,7
-86.838845,39.317339,2
-116.18969,42.572851,1
-92.458549,36.64959,2
-87.847551,43.501807,2
-123.782419,46.556587,1
-78.491872,38.623209,6
-80.448354,26.649126,5
-98.317967,32.752204,3
-76.665268,35.147575,6
-89.963065,34.365205,7
-94.305156,32.163978,3
-105.717648,39.118914,1
-110.53493,45.463081,1
-109.593597,44.492387,1
-87.19695,39.77425,2
-97.805905,32.777096,3
-102.784853,34.532163,3
-82.511006,28.309823,5
-76.260691,36.265199,6
-74.299408,41.036655,6
-80.286413,36.667138,7
-84.867169,33.92103,7
-84.582125,41.118948,2
-96.245214,40.137797,2
-96.696669,36.313704,3
-116.750238,44.00243,1
-96.975255,36.079225,3
-83.831978,32.571324,7
-89.586904,30.774793,7
-102.718153,30.773298,3
-97.545405,48.766896,2
-89.785942,36.209916,7
-117.232191,48.543825,1
-77.888106,34.512556,7
-79.340617,38.67445,6
-96.037725,48.069247,2
-102.823801,44.002349,1
-89.766993,40.785972,2
-91.83489,44.627436,2
-101.627468,40.857646,1
-102.467995,45.483387,1
-76.403244,36.180897,6
-87.293827,32.639005,7
-92.926877,34.946363,3
-89.368525,38.084381,2
-86.62654,38.081436,2
-89.802125,37.71113,2
-88.988755,31.169307,7
-82.237952,39.743187,2
-77.266328,40.39778,6
-87.869326,35.663752,7
-118.409477,40.439639,1
-78.96563,36.386356,7
-108.226575,47.141917,1
-93.285207,38.727367,2
-91.790349,37.866326,2
-99.406557,40.516365,2
-75.133346,40.009376,6
-90.855593,34.423687,7
-102.345105,40.594712,1
-107.928897,48.250143,1
-88.592355,40.009033,2
-83.052827,39.648947,2
-88.096864,33.2968,7
-84.490351,34.456746,7
-82.723377,34.885368,7
-85.075741,36.559364,7
-82.21037,31.353998,7
-99.966497,48.238883,2
-97.610992,42.271413,2
-122.15324,47.051413,1
-92.426279,44.725336,2
-85.941608,31.798653,7
-93.658659,34.158191,3
-84.389462,33.081149,7
-90.889034,39.625106,2
-87.232547,38.397961,2
-91.171607,39.339959,2
-90.397725,31.177516,3
-83.052911,39.071341,7
-75.031514,41.325949,6
-111.783657,32.128038,4
-111.366339,32.918521,4
-92.763094,46.10094,2
-82.798066,27.905342,5
-96.257015,44.015361,2
-106.916162,39.217541,1
-77.372739,35.59249,7
-95.74813,34.92554,3
-79.398502,36.821721,7
-112.129375,38.335881,1
-120.722718,39.062032,4
-94.761477,39.37869,2
-97.513467,41.576866,2
-104.953963,42.131593,1
-81.161172,39.368133,6
-120.824371,39.992295,4
-70.741942,41.987196,6
-80.010121,38.332606,6
-90.681104,35.56887,7
-94.230884,34.490915,3
-81.693534,27.953649,5
-85.188338,33.996015,7
-96.400027,47.774254,2
-93.400817,37.616761,2
-82.167621,35.277901,7
-97.570663,41.187925,2
-123.39864,44.900372,1
-84.541112,35.109437,7
-94.837338,30.784553,3
-92.447066,45.462041,2
-112.220761,48.228604,1
-89.037239,34.227081,7
-96.691804,34.721421,3
-93.026818,35.456557,3
-88.542374,37.417169,2
-95.446705,45.589623,2
-81.196962,41.16897,6
-89.49807,44.476246,2
-87.071313,41.509914,2
-87.868653,38.027614,2
-96.957004,35.211391,3
-77.894436,41.748587,6
-99.962003,45.052713,2
-101.893804,35.398675,3
-105.555344,45.408926,1
-112.9311,46.844225,1
-112.844407,42.694126,1
-77.912855,37.549404,6
-91.55362,34.831116,3
-105.503994,46.812384,1
-84.644758,39.73881,2
-88.522184,34.620566,7
-104.261619,30.005891,3
-83.432283,45.252397,2
-79.668865,39.46903,6
-90.35965,45.679072,2
-78.432957,37.224881,6
-77.220993,37.187325,6
-77.479579,38.701119,6
-71.578625,41.869768,6
-102.392161,37.958181,3
-104.484668,38.162765,3
-92.312996,34.770311,3
-83.481845,32.238803,7
-89.127755,37.215615,2
-86.692538,41.045272,2
-92.207022,37.824835,2
-80.713444,37.063385,7
-95.408082,34.377899,3
-81.732039,29.593896,5
-83.37179,33.32106,7
-89.298347,41.198961,2
-86.853373,39.665548,2
-93.014531,40.478606,2
-73.743861,41.427907,6
-84.129879,41.024533,2
-85.49618,36.14094,7
-81.906109,38.510518,7
-103.548071,35.107018,3
-85.004798,31.862938,7
-90.290171,34.252833,7
-83.40487,34.883934,7
-87.771599,42.780392,2
-95.795613,32.870457,3
-81.264672,37.762469,7
-91.524787,39.553455,2
-93.099965,45.015204,2
-98.739031,48.266163,2
-101.895547,34.962529,3
-85.464064,33.296461,7
-91.028441,36.341298,2
-84.752311,31.762651,7
-89.82121,38.056515,2
-85.00579,40.164079,2
-92.492959,39.439249,2
-79.806215,35.709915,7
-79.867788,38.781095,6
-89.946063,32.267123,7
-97.647554,46.449276,2
-78.168824,38.684522,6
-114.105795,46.077744,1
-93.995746,39.308401,2
-101.514395,31.375191,3
-99.812549,29.830097,3
-96.08718,47.865487,2
-95.048429,33.619625,3
-100.468576,40.16942,3
-95.254241,44.403536,2
-103.712706,31.308366,3
-97.162472,28.322116,3
-73.513845,42.710421,6
-94.955617,44.723697,2
-101.658152,48.712781,1
-90.972282,37.366464,2
-84.949548,35.60059,7
-93.298513,44.350775,2
-111.240227,41.627598,1
-95.718603,40.123743,2
-88.085452,38.712187,2
-104.563408,47.785633,1
-96.93796,46.265219,2
-82.542781,40.774159,2
-80.898037,34.029095,7
-90.435693,43.376199,2
-82.074998,33.361486,7
-79.755695,35.004636,7
-76.730561,37.942894,6
-106.693983,36.509669,1
-108.200716,39.972622,1
-106.453128,37.485853,1
-85.260494,39.100226,2
-90.874834,36.65017,2
-81.066317,39.177112,6
-116.002239,33.729828,4
-84.523929,35.84725,7
-81.354494,38.74295,7
-80.191237,37.330792,7
-96.947551,45.623397,2
-100.836682,35.838596,3
-86.869354,36.527509,7
-96.514941,31.025481,3
-79.100881,34.63921,7
-96.263238,43.669587,2
-99.420851,42.394749,2
-89.075284,42.66988,2
-90.572125,41.468421,2
-79.447754,37.814517,6
-84.02637,33.652081,7
-79.782754,36.381806,7
-71.09908,42.988664,6
-78.885321,38.507585,6
-74.024662,41.154628,6
-96.41205,32.899886,3
-99.741572,35.708554,3
-95.601383,36.377794,3
-99.840463,48.768271,2
-104.99517,48.282747,1
-103.483004,34.021207,3
-84.611271,44.339517,2
-95.821504,48.761068,2
-106.666792,46.173206,1
-83.059538,39.323895,2
-106.987702,40.483664,1
-80.521721,35.641355,7
-99.982715,31.845119,3
-85.466529,39.622362,2
-94.756382,32.109423,3
-91.136745,45.472734,2
-85.18698,32.289811,7
-82.095934,36.93342,7
-81.919582,35.402747,7
-86.417213,35.843369,7
-73.060304,43.612399,6
-93.851913,31.3433,3
-121.344329,38.450136,4
-84.05541,43.328267,2
-106.234666,38.031651,1
